ETF,CAGR,Volatility,Sharpe,Max Drawdown
AGG,0.018347848252877386,0.05209253359298753,-0.2236818012762423,-0.17134695308865383
EFA,0.08529282871275767,0.14935255065889708,0.37021683572743075,-0.27622432286771553
GLD,0.12546277596201083,0.1394944858476772,0.6843480255287843,-0.1807689712433983
IWM,0.10380968016062742,0.20830857744576106,0.35432856901845927,-0.32292920695743293
SPY,0.15269425266072156,0.15177751724756547,0.808382261653378,-0.23927180726781158
VNQ,0.058765875714204885,0.17912196435769603,0.16059379327016046,-0.32754038529470303
