Date,AGG,EFA,GLD,IWM,SPY,VNQ
2016-02-29,0.008870961388470988,-0.033345112131332955,0.10930343875618398,-0.0022338987384751263,-0.0008261138468046436,-0.003636682766515298
2016-03-31,0.008746554044404942,0.06582146784892728,-0.008428860461434318,0.08013424326710372,0.06726621462888516,0.10465408847047253
2016-04-30,0.002549828249634123,0.022217885752149336,0.051088083708025867,0.01672248503646845,0.003940936642937931,-0.0235082296749477
2016-05-31,0.00013579407582819947,-0.000855545793843282,-0.06138296703293311,0.022403959095508075,0.01701167886525634,0.022485279038557238
2016-06-30,0.01935131192101225,-0.02419404128593261,0.08969501879279118,-0.00017376497591048423,0.0034758527742320133,0.0692846223790371
2016-07-31,0.0054442321400527405,0.039770820341704205,0.01984656031160892,0.058748906763229414,0.03647114792989492,0.04262965621237047
2016-08-31,-0.002154004246878616,0.005340971581399678,-0.03256316550912575,0.017841043562134784,0.0011975619870521204,-0.03764185126538366
2016-09-30,0.0005161263003055083,0.013367806880015376,0.006892135107908315,0.010738344625649932,5.8111227007495714e-05,-0.018325403127328
2016-10-31,-0.008171455645532344,-0.022154815198707434,-0.02944919584699579,-0.04597067215889117,-0.017337084291508376,-0.057413179879636456
2016-11-30,-0.025654859549284592,-0.017813825795436555,-0.08356570639157301,0.11063289239156848,0.036838725857877064,-0.01675610097707947
2016-12-31,0.002541316473190891,0.027062707018900012,-0.019149882681417818,0.028844508819195314,0.02027157657481471,0.048170933841340746
2017-01-31,0.0021284639011107664,0.03291173847279172,0.05419215772584596,0.0028181061761702875,0.017894781653652547,-0.001938643428341158
2017-02-28,0.006458745282607703,0.011906924534130336,0.031847686784806095,0.019300131680950905,0.039291644375419654,0.03508560190568577
2017-03-31,-0.0005526736018165446,0.03231679282036781,-0.00427746474772539,0.00026073093092104926,0.0012497811919491841,-0.024236560248886985
2017-04-30,0.009070120198163112,0.024241411773741284,0.01726748147982482,0.011492474898088467,0.009926111878337585,0.0024214013244969745
2017-05-31,0.006870394135048308,0.035423032254153775,-0.0012419798017191397,-0.019703790958620293,0.014113052759889388,-0.007247230023838425
2017-06-30,-0.00018223890060209413,0.002960447797130561,-0.02155534773928114,0.033743909916094994,0.0063748193443451395,0.022326453877321573
2017-07-31,0.0033397322357024972,0.026533795478548505,0.02313170169958645,0.008524584129549595,0.020554017229207133,0.012375522441363529
2017-08-31,0.00941305607039511,-0.0004481866278233104,0.04198757511241591,-0.012578662112371464,0.0029179832034951225,-0.002611255065260276
2017-09-30,-0.005715578499046026,0.023617170584187885,-0.03369891808976022,0.06304166041295911,0.02014916582105508,-0.0011407430053526069
2017-10-31,0.000978299869528243,0.01679331082194735,-0.007484813689786707,0.007288267637905355,0.023564352663236754,-0.010711080581352173
2017-11-30,-0.0014827108422449387,0.006893406260973345,0.003563440057186007,0.029411535767544184,0.03056572705710936,0.026642188312078208
2017-12-31,0.004751268464126435,0.013488574968748335,0.021057003170010358,-0.00398469550793823,0.012128010967994873,-0.0014741370323287928
2018-01-31,-0.011250157548886808,0.05020640137166921,0.03234937283169237,0.025580486231245203,0.056358995610140905,-0.042540299268284176
2018-02-28,-0.010087431929047264,-0.04834782208504096,-0.020759902030566435,-0.038436917429641504,-0.03636022144526052,-0.07677761469815447
2018-03-31,0.006711168142998325,-0.008396121136707735,0.006320007324218668,0.012174695194709484,-0.027410559816412383,0.03890748835825275
2018-04-30,-0.009409993957874674,0.015212351589173556,-0.009539745360543916,0.0098141132978673,0.005168250188282153,0.0082148849970205
2018-05-31,0.006618517021757642,-0.018942546640844493,-0.011959209467577336,0.06163565935981574,0.024309232834931915,0.0367985465875289
2018-06-30,0.0010262385006782893,-0.01584103533625525,-0.03614944763120931,0.00614384645257493,0.005750495348833429,0.04202197301104227
2018-07-31,-0.00029215703387830416,0.02852018259356992,-0.022418909632539674,0.016490075246410996,0.03704653645863942,0.0060159185346231325
2018-08-31,0.005680527872092833,-0.022357754924572926,-0.021381117106768266,0.04310618694296986,0.03191968010279678,0.025750557573774424
2018-09-30,-0.006197803427478443,0.009652580355990592,-0.006607347245927042,-0.023249849673126377,0.005945995773745771,-0.0266436217697259
2018-10-31,-0.00644071628414733,-0.08133543251414299,0.02119545356837582,-0.10987855431092775,-0.06910435477940102,-0.029251488696141914
2018-11-30,0.007715090497084631,0.004963080718468849,0.003386881324189961,0.017262972781286523,0.018549192792851166,0.04673149062719251
2018-12-31,0.019812582538882184,-0.053497598448764117,0.04942010593064916,-0.11972103339626838,-0.08804845765243263,-0.07951930584692735
2019-01-31,0.009109213467193289,0.06634921427618878,0.028865979381443196,0.11321883450211256,0.08006552249580046,0.11854650788592425
